EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,reach-v1_success_rate,reach-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
90,11.727125406265259,22200,149539.50443,208678.30985,124634.47995,0.00060,11.72545,0.00101,1.00000,151867.24513,1.00000,387.41607,10.23201,410.28970,362.48248,23.24779,0.08235,23.35333,23.09956,0.10871,0.54213,1.69678,-1.21287,-25255.28219,270.61264,-24453.34961,-25923.33398,103555.04594,5995.03573,124087.26562,89644.37500,108032.15336,6955.08119,127680.08594,91429.21875,1574.66254,991.36018,4955.40820,296.71149,3722740.28906,1942952.70426,10655682.00000,812949.68750,3806767.02813,1994371.90291,9501575.00000,822023.56250,-0.57830,0.01806,-0.53028,-0.61568,0.18591,0.00867,0.20526,0.16350,0.22139,0.06761,0.35884,0.08284,-1.14007,0.02759,-1.08442,-1.18503,3.96545,0.17224,4.38534,3.46139,3.96545,0.17224,4.38534,3.46139,3.51154,0.11123,3.81250,3.19814,12.70001,0.36806,13.55753,11.66489,-7.01427,1.52549,-4.52368,-15.97955,0.30058,0.04655,0.40768,0.15077,1.54848,0.02736,1.64015,1.47894,2.62452,0.10346,2.94355,2.46713,-2.54354,0.07360,-2.40753,-2.76941
91,12.361346960067749,22400,149251.28650,191471.81610,126854.43897,0.00593,12.35440,0.00095,1.00000,119003.55459,1.00000,388.42411,10.52457,420.74725,351.49405,23.00341,0.04624,23.10820,22.93000,0.08331,0.60577,1.52632,-1.40437,-25725.38454,271.40864,-24988.10547,-26449.75586,109525.33531,6032.61497,130403.41406,92419.10938,114742.25465,7774.40279,148395.34375,97572.85938,1336.46340,953.04146,7108.78857,222.11481,3543453.14281,1999162.40973,11526798.00000,794263.00000,3971459.42813,2224120.55695,13416268.00000,526557.62500,-0.58191,0.02029,-0.52342,-0.63101,0.19581,0.00829,0.21643,0.17591,0.23012,0.05607,0.31955,0.07731,-1.20832,0.02875,-1.14431,-1.27346,3.97347,0.19320,4.44795,3.51340,3.97347,0.19320,4.44795,3.51340,3.57640,0.11005,3.84765,3.31422,12.74714,0.43874,13.91666,11.65323,-7.21164,1.55074,-4.21627,-13.00114,0.31074,0.03636,0.39573,0.20717,1.54559,0.02745,1.60608,1.46793,2.67172,0.15064,3.07469,2.42253,-2.51093,0.06457,-2.31245,-2.69119
92,11.497154712677002,22600,144369.06615,161279.63395,127090.83671,0.00082,11.49514,0.00114,1.00000,127181.70514,1.00000,391.21172,9.67843,417.65967,363.67340,23.04662,0.04758,23.13867,22.98393,-0.05693,0.63309,1.53789,-2.02301,-26177.40412,259.74486,-25433.56836,-26909.79688,119609.87594,11425.26281,175885.70312,99088.29688,119758.78781,7328.39399,142145.57812,101474.07031,1502.28314,889.35207,5170.59375,272.12845,5942037.90156,3386133.46197,18591952.00000,694455.12500,4174078.67062,2038015.99625,11103924.00000,770823.37500,-0.58280,0.01876,-0.52012,-0.62099,0.19743,0.00855,0.22405,0.17506,0.23266,0.02554,0.28764,0.16073,-1.18751,0.02858,-1.09819,-1.23939,4.01818,0.20181,4.64512,3.50979,4.01818,0.20181,4.64512,3.50979,3.60567,0.15673,4.19469,3.24781,12.92665,0.52932,14.91848,11.43725,-6.89867,1.15844,-4.71750,-10.21114,0.32315,0.03939,0.42875,0.20442,1.55092,0.03014,1.63889,1.47545,2.63305,0.12543,3.01890,2.43897,-2.52788,0.08605,-2.34047,-2.72108
93,11.817753791809082,22800,144483.73304,131575.35743,128319.74013,0.00137,11.81522,0.00109,1.00000,119940.68590,1.00000,397.04560,10.24627,426.69351,366.61209,23.16638,0.06161,23.30754,23.07664,-0.12491,0.51366,1.20418,-1.52003,-26740.91607,277.57588,-26060.44336,-27539.02148,123812.27520,11597.02259,170774.78125,104614.95312,124970.36926,10650.72276,176516.10938,104724.07812,1479.99160,957.80172,5507.88525,191.75850,5668480.27937,3407469.48735,18130538.00000,1077134.50000,4444559.31156,2915368.02579,15604197.00000,661011.31250,-0.58363,0.01859,-0.54810,-0.62961,0.19282,0.00832,0.21924,0.17483,0.22694,0.04866,0.32278,0.11757,-1.18548,0.03890,-1.10435,-1.26959,4.03975,0.16343,4.48293,3.61695,4.03975,0.16343,4.48293,3.61695,3.58241,0.12361,3.93764,3.32672,13.10126,0.46192,14.24631,11.84918,-6.91164,1.44705,-4.53721,-13.08999,0.33511,0.03245,0.42766,0.24922,1.55258,0.02513,1.62344,1.49126,2.64246,0.11263,2.95623,2.44408,-2.53179,0.08429,-2.31395,-2.71080
94,11.854902505874634,23000,143318.90928,142865.56744,128218.62960,0.00254,11.85131,0.00100,1.00000,140045.79596,1.00000,398.91807,10.18463,423.17773,370.33261,23.36955,0.06388,23.48163,23.29109,-0.10503,0.47003,1.38591,-1.17338,-27209.05652,288.00384,-26454.14062,-28012.11914,125274.28215,6853.05638,141662.92188,109528.68750,127475.29797,8761.41175,181341.12500,111471.27344,1604.26998,1012.04962,5920.81201,286.97723,4901840.69906,2215483.01189,12443773.00000,864145.81250,3854372.71375,2394512.75933,16253967.00000,768260.37500,-0.58628,0.01185,-0.55566,-0.61738,0.19150,0.00563,0.20637,0.17540,0.22755,0.03101,0.30065,0.15200,-1.15728,0.01893,-1.11285,-1.19662,4.03333,0.14917,4.37266,3.56017,4.03333,0.14917,4.37266,3.56017,3.56674,0.11351,3.87059,3.24765,13.06749,0.40899,14.27673,11.86280,-6.97715,1.32007,-4.63701,-12.75620,0.32861,0.02926,0.40056,0.26639,1.55163,0.02017,1.60124,1.49443,2.66229,0.12828,3.02314,2.45047,-2.53065,0.07060,-2.35283,-2.72624
95,11.501872539520264,23200,140332.03863,186159.79940,128027.56436,0.00437,11.49656,0.00089,1.00000,106328.00787,1.00000,403.18582,10.46452,429.67587,376.18091,23.63366,0.04848,23.68332,23.48528,-0.08869,0.53606,1.51150,-1.24044,-27738.35764,265.93012,-27033.04102,-28487.60547,128356.33480,7390.53429,159022.71875,109794.48438,130547.35645,8719.02188,171161.25000,110585.89844,1498.66860,954.63762,5084.85498,233.89774,4366110.73625,2381558.50566,13433679.00000,1133096.37500,3984852.50781,2434892.25952,15450181.00000,973440.43750,-0.59038,0.01321,-0.55416,-0.63043,0.18270,0.00587,0.20191,0.16882,0.22579,0.04801,0.31455,0.10708,-1.13475,0.02966,-1.08115,-1.23377,4.02808,0.16951,4.39296,3.52213,4.02808,0.16951,4.39296,3.52213,3.56218,0.13517,3.93732,3.22367,13.01481,0.44640,14.14046,11.71533,-6.76183,1.17627,-4.24025,-11.04917,0.33324,0.03156,0.39858,0.21399,1.54938,0.02453,1.60420,1.48428,2.70345,0.13467,3.03413,2.44310,-2.53798,0.07737,-2.36542,-2.74698
96,11.848973751068115,23400,133811.34617,148624.15042,129565.58411,0.00064,11.84731,0.00098,1.00000,113244.13105,1.00000,407.18384,10.60534,430.91388,379.94522,23.61595,0.06566,23.70827,23.47962,0.07153,0.49582,1.44495,-1.15803,-28244.69320,283.68466,-27356.49609,-28894.48047,135779.59445,14216.83487,191515.35938,113708.02344,132605.86953,6849.59352,149649.37500,115595.72656,1691.76407,1033.34983,5344.11768,290.52994,5983200.69187,4281103.38771,18324420.00000,1102430.50000,3980415.65906,2014111.93970,10008115.00000,915234.93750,-0.59039,0.01723,-0.53460,-0.62879,0.17231,0.00952,0.19216,0.14798,0.19169,0.05296,0.27661,0.06437,-1.13089,0.03604,-1.02770,-1.19771,3.97740,0.15683,4.36687,3.54281,3.97740,0.15683,4.36687,3.54281,3.59437,0.09047,3.86122,3.39816,13.07494,0.32561,13.99812,12.40903,-7.26129,1.52371,-4.67524,-12.01637,0.37873,0.04027,0.46952,0.26950,1.53541,0.02117,1.58773,1.47743,2.70510,0.13593,3.25430,2.46783,-2.55664,0.06096,-2.43443,-2.71464
97,11.44273853302002,23600,133148.73606,157724.79991,129315.56566,0.00566,11.43593,0.00107,1.00000,140376.06403,1.00000,409.31321,10.94183,439.47614,379.89536,23.53481,0.02553,23.58737,23.49087,-0.01054,0.50164,1.71608,-1.14491,-28765.21977,301.49340,-28095.49414,-29604.39453,136484.87230,7840.90037,163024.79688,118886.12500,138649.73352,7381.07097,158851.25000,119708.04688,1573.42337,937.69322,5250.11865,249.43536,5069801.97344,2401520.07895,14202869.00000,1041055.43750,4531064.81906,2196439.29011,11838878.00000,678589.43750,-0.58309,0.01392,-0.55361,-0.61449,0.15883,0.00888,0.18195,0.13728,0.17737,0.04047,0.25831,0.07231,-1.06604,0.04254,-0.99268,-1.16572,4.00335,0.15882,4.36231,3.45674,4.00335,0.15882,4.36231,3.45674,3.61032,0.11280,3.91372,3.34355,13.10844,0.36181,14.04964,12.27911,-7.04325,1.33441,-4.30004,-12.00918,0.39285,0.03969,0.50828,0.29429,1.53970,0.02424,1.60117,1.48117,2.75779,0.16345,3.22207,2.49321,-2.56465,0.06625,-2.42830,-2.74131
98,11.439368963241577,23800,128579.75770,186055.77242,129887.78526,0.02567,11.41257,0.00108,1.00000,102452.50078,1.00000,410.80625,10.02563,443.28339,384.82675,23.70817,0.07218,23.88186,23.53689,-0.14958,0.44244,1.10366,-1.53954,-29313.97404,303.53073,-28540.26953,-30345.46484,141771.58715,7856.43237,163562.67188,125190.25000,145811.50227,8037.39383,177106.28125,129276.16406,1812.42443,1078.14665,6414.31299,296.91357,4660802.33125,2358951.53474,12775553.00000,1266691.12500,4605499.69625,2294452.45905,14311869.00000,885562.00000,-0.57011,0.01150,-0.54555,-0.60171,0.14372,0.00862,0.16861,0.12844,0.15255,0.05108,0.26448,0.00615,-0.93584,0.03934,-0.84296,-1.01213,4.04726,0.13976,4.48668,3.65157,4.04726,0.13976,4.48668,3.65157,3.59994,0.10420,3.85595,3.28014,13.09265,0.36123,14.04886,12.16212,-6.91480,1.31831,-4.25161,-11.77606,0.41744,0.03811,0.50075,0.31780,1.54535,0.02010,1.60642,1.50195,2.84365,0.17993,3.31029,2.47437,-2.55791,0.05447,-2.45806,-2.73392
99,11.909311056137085,24000,119753.65979,137453.44619,130069.34874,0.00087,11.90743,0.00096,1.00000,77096.90748,1.00000,411.47429,10.92471,444.21606,379.82962,24.19204,0.15451,24.44657,23.88476,-0.20873,0.56242,1.34305,-1.42147,-29876.51272,294.79895,-29179.53125,-30624.41016,149301.42695,7962.79649,177434.31250,131300.78125,155359.65375,10641.89287,219441.79688,135021.09375,1592.73747,950.23844,4460.23340,317.45319,5364830.99000,2729390.31730,13953283.00000,1258861.87500,5091037.62312,3098842.57626,18230816.00000,1054054.37500,-0.55375,0.01583,-0.51075,-0.58880,0.13006,0.00655,0.15103,0.11832,0.09607,0.04667,0.26326,-0.02964,-0.86166,0.03094,-0.78911,-0.92022,4.06558,0.17651,4.44576,3.57982,4.06558,0.17651,4.44576,3.57982,3.57115,0.10729,3.85748,3.27193,13.09708,0.32313,13.92599,12.03781,-7.05955,1.35024,-4.25306,-14.18588,0.47157,0.04971,0.58215,0.35899,1.53743,0.02463,1.60657,1.47970,2.77493,0.14874,3.22777,2.48197,-2.55913,0.06469,-2.39046,-2.74814
100,11.664097547531128,24200,110028.30421,118789.70269,128733.61477,0.00064,11.66236,0.00105,1.00000,54613.68929,1.00000,410.95061,10.14325,435.09415,378.96198,24.47695,0.12592,24.70064,24.31377,-0.12799,0.57860,1.33751,-1.77028,-30410.54622,299.26800,-29756.88477,-31309.55859,150564.28250,7733.02865,174780.32812,128953.17188,163817.10703,12518.38140,220517.54688,140598.04688,1614.59718,1016.77955,6302.59619,328.41299,4410542.83625,2185852.86930,12066706.00000,1136136.25000,5469379.49625,3615197.26022,18763904.00000,900634.93750,-0.54572,0.01562,-0.50476,-0.58022,0.14798,0.00720,0.16355,0.12913,0.12635,0.04164,0.24361,0.01535,-0.86800,0.04269,-0.75722,-0.93364,4.04003,0.18088,4.55374,3.58291,4.04003,0.18088,4.55374,3.58291,3.54647,0.13901,3.97574,3.17804,13.04493,0.43521,14.28341,11.97653,-7.15316,1.51269,-4.18540,-15.48517,0.48377,0.08056,0.69034,0.27230,1.52937,0.02828,1.61136,1.46472,2.67515,0.16914,3.19962,2.41142,-2.54624,0.08166,-2.38772,-2.73019
101,11.28347897529602,24400,104029.81859,84002.79253,127277.43003,0.00069,11.28176,0.00097,1.00000,59018.69843,1.00000,409.22257,9.74346,434.58414,390.05478,24.94351,0.17761,25.31935,24.70140,-0.28527,0.62844,1.29007,-2.23400,-30948.88511,272.91306,-30230.16211,-31729.42578,159817.80594,9721.95661,199250.32812,136207.29688,166907.46914,9043.34773,195038.14062,141222.85938,1660.91264,923.93840,4712.94385,216.95187,6797531.91000,2883896.91841,15018513.00000,1559114.37500,5099975.62250,2530361.61260,12660892.00000,1295913.00000,-0.54782,0.01773,-0.50123,-0.59219,0.14583,0.00646,0.16450,0.12916,0.12841,0.03450,0.21542,0.05109,-0.88183,0.03774,-0.80396,-0.96657,4.08860,0.19520,4.69169,3.59877,4.08860,0.19520,4.69169,3.59877,3.50738,0.13336,3.94863,3.08919,12.98528,0.40889,14.19334,11.90719,-6.94207,1.30519,-4.70858,-12.12771,0.49060,0.05175,0.61044,0.36303,1.53077,0.02970,1.61608,1.45788,2.64132,0.14022,3.03635,2.44750,-2.54706,0.07670,-2.36370,-2.73082
102,11.75729775428772,24600,95451.82236,64517.55818,122428.06782,0.00077,11.75541,0.00104,1.00000,41401.74278,1.00000,408.63670,10.55570,436.52939,379.87866,25.61117,0.13785,25.85143,25.33210,-0.18479,0.53453,0.98542,-1.80072,-31486.22630,336.16242,-30602.41211,-32692.26562,163221.62328,9187.05084,190618.40625,139356.59375,170202.36539,8918.34866,198020.28125,148691.79688,1851.52885,1086.27534,5181.76221,246.21594,6398319.64125,2663302.40105,13368223.00000,1465803.37500,4719446.79563,2376985.59448,12066833.00000,695626.25000,-0.55873,0.01779,-0.50554,-0.59187,0.14717,0.00925,0.17335,0.12732,0.18726,0.05723,0.28449,0.04857,-0.92692,0.03635,-0.82433,-0.99969,4.05698,0.16487,4.55493,3.69574,4.05698,0.16487,4.55493,3.69574,3.46991,0.09846,3.79195,3.26010,12.88840,0.38352,13.92302,11.93537,-6.92654,1.31812,-4.45079,-11.43128,0.45077,0.05375,0.60583,0.32723,1.53148,0.02216,1.57799,1.47344,2.57915,0.10350,2.93143,2.40615,-2.52963,0.04978,-2.41530,-2.67500
103,12.132039546966553,24800,87843.68343,76939.71624,119662.63044,0.00146,12.12937,0.00115,1.00000,43859.29666,1.00000,408.78012,11.04528,429.84741,378.60953,25.93228,0.07919,26.06898,25.83410,-0.06072,0.51221,1.37219,-1.32792,-32066.60622,310.23541,-31197.22461,-32892.66797,164279.89141,9479.27842,200899.90625,141841.10938,170635.07906,8886.75684,191390.75000,142624.40625,1570.47434,987.11466,4903.30615,195.34131,5161666.68875,2852542.24395,15303084.00000,1227590.50000,4236766.63031,2206637.02850,11413022.00000,1011141.56250,-0.56609,0.01669,-0.52341,-0.59698,0.14712,0.00764,0.16800,0.12867,0.22901,0.05771,0.31192,0.06802,-1.01819,0.04596,-0.89168,-1.09423,4.01867,0.15738,4.40821,3.57833,4.01867,0.15738,4.40821,3.57833,3.46304,0.10410,3.72380,3.18519,12.88785,0.37181,14.10649,12.06268,-6.90423,1.28486,-4.26300,-11.74624,0.43093,0.04032,0.53682,0.33728,1.53090,0.02193,1.59033,1.46383,2.60066,0.08711,2.86676,2.43546,-2.53772,0.07069,-2.32363,-2.72609
104,11.830758810043335,25000,78611.88711,50084.28301,116353.74563,0.01203,11.81755,0.00111,1.00000,47727.83275,1.00000,408.17142,10.75644,436.43170,375.57196,26.41114,0.16731,26.62920,26.04628,-0.22764,0.55997,1.14927,-1.63621,-32580.13609,349.87006,-31598.82422,-33369.60156,164864.88133,7800.36301,184432.76562,143813.40625,175011.63406,10012.41933,212533.37500,154564.23438,1691.18966,1087.12687,5691.80078,256.01166,5283607.42563,2406957.47747,12442710.00000,1524789.75000,4954360.80438,3129327.99066,15966400.00000,1318638.12500,-0.56010,0.01206,-0.52853,-0.59005,0.14091,0.00677,0.15889,0.12740,0.20019,0.05524,0.29002,0.05829,-0.98462,0.04483,-0.88535,-1.07561,4.06964,0.17119,4.50065,3.64818,4.06964,0.17119,4.50065,3.64818,3.43074,0.10176,3.69343,3.20588,12.85552,0.35892,13.96066,12.02609,-6.88786,1.40876,-4.53115,-14.41083,0.42929,0.04920,0.53591,0.31103,1.53891,0.02432,1.60506,1.47459,2.60651,0.10368,2.87385,2.40856,-2.51340,0.05762,-2.39911,-2.64923
105,11.19482707977295,25200,72668.80389,48968.88461,110575.51757,0.01928,11.17412,0.00137,1.00000,46897.17563,1.00000,406.84246,11.48710,432.70392,372.99985,26.57166,0.05847,26.67671,26.49255,-0.03495,0.54126,1.38555,-1.28932,-33084.99327,319.57748,-32316.26953,-33970.49609,170239.27266,11613.58740,220634.79688,141212.96875,178522.45453,9800.47243,213200.28125,153002.59375,2003.85953,1249.79077,7439.84082,340.84061,5829082.99812,3247303.68999,17772114.00000,1439287.00000,4478266.66156,2352497.47051,13111831.00000,980932.56250,-0.55904,0.01194,-0.53059,-0.58756,0.13854,0.00530,0.15200,0.12612,0.19708,0.04815,0.30359,0.09913,-0.92224,0.04125,-0.83416,-1.00750,4.01067,0.16505,4.39301,3.57729,4.01067,0.16505,4.39301,3.57729,3.42629,0.10991,3.75805,3.15910,12.81983,0.39024,13.77202,11.94050,-7.09160,1.39343,-4.35658,-12.18736,0.43666,0.06113,0.59980,0.29031,1.52964,0.02879,1.59387,1.45554,2.62171,0.11261,3.15719,2.35701,-2.53665,0.06807,-2.38043,-2.74666
106,11.553625345230103,25400,66826.82159,83355.40519,107134.35876,0.00072,11.55151,0.00127,1.00000,54824.30804,1.00000,406.34637,12.02721,436.91754,374.90314,27.01896,0.21798,27.33794,26.68134,-0.22119,0.55941,1.10959,-1.56911,-33603.28760,354.35956,-32683.58984,-34546.82812,174326.99539,12072.34191,228446.90625,144891.71875,181588.24906,10981.65349,220898.32812,153440.42188,1691.48844,1036.04353,4802.39160,291.78720,6284749.11156,3358511.22077,18020724.00000,975532.68750,4921058.29344,2562538.09094,13755530.00000,1035289.18750,-0.55251,0.01821,-0.51455,-0.59859,0.13725,0.00668,0.15171,0.12031,0.12371,0.05348,0.24853,0.00774,-0.86258,0.04060,-0.76532,-0.96520,4.06714,0.16974,4.47706,3.66460,4.06714,0.16974,4.47706,3.66460,3.40120,0.11116,3.76422,3.10022,12.71166,0.34328,13.61333,11.91855,-6.92015,1.38527,-4.32687,-13.76665,0.43857,0.05788,0.55511,0.28704,1.53776,0.02269,1.59558,1.48583,2.65653,0.10614,2.87661,2.43993,-2.52730,0.08333,-2.37115,-2.75989
107,12.405624866485596,25600,58936.20788,60149.03852,104962.84957,0.00589,12.39860,0.00108,1.00000,61469.92693,1.00000,406.34611,10.39651,440.99033,382.21939,27.85091,0.36569,28.37980,27.29198,-0.40764,0.73463,0.97504,-2.40957,-34102.77883,320.70271,-33175.48438,-34920.92969,174411.43500,9929.63511,200841.92188,151103.00000,186134.11102,10173.07788,216041.67188,160954.21875,1640.21967,1053.49737,5589.07959,278.20206,5542371.59750,2698960.10368,15078172.00000,1207566.37500,5007954.10062,2501428.79461,14047083.00000,1309527.25000,-0.55143,0.01904,-0.49461,-0.59064,0.13551,0.00734,0.15359,0.12333,0.08615,0.05280,0.20870,-0.04771,-0.85892,0.03506,-0.75811,-0.91220,4.12263,0.22080,4.72336,3.70831,4.12263,0.22080,4.72336,3.70831,3.30755,0.13309,3.64169,3.00534,12.58410,0.40737,13.61137,11.60717,-6.85583,1.77969,-3.98965,-13.80062,0.47511,0.05078,0.59502,0.33430,1.53327,0.02885,1.61232,1.47141,2.66570,0.10539,2.95293,2.38262,-2.51381,0.06166,-2.38553,-2.70589
108,12.051213264465332,25800,54040.32646,76949.19343,99504.54749,0.00171,12.04846,0.00095,1.00000,53493.68655,1.00000,405.33702,10.51654,439.15121,380.57755,28.63535,0.24870,29.08176,28.35816,-0.26668,0.88842,2.11720,-3.52591,-34622.46508,315.01607,-33493.74219,-35426.50781,177135.03781,10917.13441,210193.29688,152662.46875,194987.11906,13208.70193,261826.84375,165843.57812,1830.39616,1252.12342,6210.74072,310.96939,5512546.08250,3011936.60943,16472227.00000,1218638.00000,5411518.49937,3533683.92349,22294702.00000,1253140.75000,-0.54588,0.02120,-0.50202,-0.61449,0.14597,0.00882,0.16407,0.12348,0.13143,0.04251,0.21471,0.00320,-0.88872,0.03866,-0.81002,-1.00749,4.07950,0.26479,5.05057,3.37029,4.07950,0.26479,5.05057,3.37029,3.32410,0.16429,3.93106,2.99967,12.67063,0.54990,14.65392,11.67787,-7.03736,1.43024,-4.49124,-12.54382,0.44887,0.07447,0.59415,0.24009,1.53385,0.03161,1.63282,1.47091,2.60545,0.08573,2.79992,2.38362,-2.55972,0.11560,-2.37984,-2.97446
109,11.68125057220459,26000,51494.95353,86069.79251,96095.91615,0.00079,11.67916,0.00117,1.00000,51643.17827,1.00000,405.65827,10.08300,432.14981,376.69049,29.20600,0.05357,29.28253,29.07559,-0.04004,0.65293,1.31229,-1.87879,-35140.04820,351.14417,-34129.67969,-36031.13672,179963.33977,10362.95656,218991.78125,157135.82812,195838.66039,9876.21786,225896.82812,170591.53125,1764.38917,1089.55217,6041.52686,334.82025,6196717.21750,2989120.45853,15766147.00000,1270938.50000,4950018.21000,2672643.73186,13230029.00000,1071738.12500,-0.54149,0.01291,-0.50380,-0.57264,0.15067,0.00712,0.16508,0.13498,0.12878,0.04937,0.25728,0.01891,-0.92935,0.03659,-0.87105,-1.02334,4.01191,0.19352,4.55751,3.61091,4.01191,0.19352,4.55751,3.61091,3.27413,0.10517,3.51898,3.00553,12.44177,0.38534,13.43692,11.31519,-6.99613,1.47683,-4.36963,-13.62871,0.44539,0.05893,0.59666,0.31316,1.52366,0.02337,1.58707,1.45445,2.56510,0.08801,2.76056,2.38174,-2.52590,0.06538,-2.35561,-2.64250
110,11.718121528625488,26200,50669.86072,56633.01233,92204.94891,0.00538,11.71165,0.00104,1.00000,46362.76114,1.00000,404.50453,11.01341,433.87158,367.40802,29.49308,0.19968,29.78941,29.14087,-0.28624,0.64706,1.30397,-1.70697,-35573.61281,335.35782,-34569.85156,-36517.87500,181022.05703,9406.54594,218656.07812,157060.54688,207259.25812,15141.65045,259467.71875,171743.70312,1730.69995,1137.18534,5885.02832,347.08215,5689667.65562,2875425.52339,14575893.00000,1446333.25000,7464039.42500,4191125.07477,20680624.00000,1354790.00000,-0.54197,0.01650,-0.50401,-0.57213,0.15581,0.00810,0.17607,0.13928,0.08492,0.03884,0.18133,-0.00718,-0.94570,0.03264,-0.87969,-1.02597,4.08462,0.19130,4.50476,3.61382,4.08462,0.19130,4.50476,3.61382,3.27919,0.08957,3.55309,3.06869,12.40921,0.32684,13.23497,11.50805,-6.99933,1.33641,-4.59410,-13.17680,0.46859,0.05870,0.61633,0.31328,1.52493,0.02139,1.58476,1.46719,2.59920,0.10176,2.90983,2.38178,-2.54027,0.06408,-2.41428,-2.67582
111,11.431451559066772,26400,49511.22984,54986.05894,86786.38037,0.02387,11.40633,0.00119,1.00000,47432.38965,1.00000,404.53737,10.18076,429.97186,374.39819,29.97008,0.08974,30.14368,29.79771,-0.11298,0.71324,2.17059,-1.76511,-36057.54293,322.22701,-35076.52344,-36793.88281,188890.33539,13529.14029,234651.57812,161249.45312,211631.55195,12168.40477,250560.29688,177036.76562,1976.73897,1293.59978,6601.05713,235.08896,8182132.82750,4096521.89330,22647434.00000,1336364.37500,6686843.40000,3122929.42032,15291671.00000,1001940.37500,-0.53584,0.01682,-0.49952,-0.57142,0.15758,0.00717,0.17595,0.13719,0.11629,0.05361,0.24331,-0.03128,-0.95385,0.03329,-0.86692,-1.01437,4.03325,0.20981,4.51978,3.36140,4.03325,0.20981,4.51978,3.36140,3.31385,0.10599,3.61068,3.05254,12.42932,0.40947,13.63694,11.34312,-7.01160,1.37059,-4.66414,-12.80349,0.44946,0.05385,0.58341,0.32156,1.52475,0.02475,1.58134,1.46169,2.49383,0.06364,2.71979,2.36487,-2.54927,0.05812,-2.40959,-2.71321
112,12.065448999404907,26600,49907.84351,92909.88136,83610.48295,0.01747,12.04683,0.00109,1.00000,45367.87944,1.00000,403.01744,10.38566,436.42621,376.11005,30.16860,0.10758,30.34815,30.04511,-0.07932,0.71781,1.50843,-2.31780,-36484.46273,330.61923,-35607.00781,-37412.59375,182194.83945,11512.15184,217505.70312,154512.07812,205454.99633,12420.86666,237657.15625,178278.56250,1864.95796,1249.70918,6294.87256,388.23407,6672092.92250,2933316.77610,15054776.00000,1168667.12500,5571655.63438,2680430.46596,14708452.00000,1204756.25000,-0.54243,0.01646,-0.50532,-0.57893,0.15508,0.00787,0.17032,0.13356,0.15019,0.06492,0.29361,-0.07394,-0.96094,0.02304,-0.89885,-1.00940,4.02331,0.21077,4.68105,3.55715,4.02331,0.21077,4.68105,3.55715,3.33254,0.09721,3.54982,3.08849,12.43708,0.32884,13.18643,11.49782,-6.98703,1.39314,-4.07808,-12.88036,0.43142,0.05694,0.59354,0.31546,1.52679,0.02114,1.58300,1.46911,2.48688,0.07543,2.79296,2.37964,-2.54229,0.04733,-2.41738,-2.68738
